Escherichia coli
24.3
64.4
25.9
52.9
71.7
45.7
43.0
307.6
26.5
23.8
63.8
40.4
18.1
31.8
69.7
42.6
50.4
29.1
31.8
23.1
19.9
47.1
261.3
77.1
113.7
33.1
16.0
37.9
35.0
38.9
613.1
38.4
260.3
686.7
248.9
275.5
272.3
69.1
16.0
5.0
16.0
19.0
3.0
0.0
22.0
3.0
3.0
2.0
58.1
57.3
20.9
28.8
10.9
16.0
14.8
204.6
185.0
142.0
99.0
4.1
65.0
224.7
387.3
238.2
21.3
55.7
178.9
72.2
121.0
47.1
54.6
7.3
29.9
31.8
34.5
83.6
21.8
143.0
178.2
52.1
41.0
41.7
67.7
35.4
52.0
14.3
41.0
6.3
5.3
22.2
56.0
30.6
32.4
8.4
40.4
45.0
98.5
51.2
5.2
6.3
74.9
67.7
67.7
9.7
8.6
38.3
161.6
218.7
52.0
18.1
22.8
23.8
90.6
98.7
30.1
35.5
4.1
55.4
77.1
61.3
50.4
22.3
3.1
9.8
76.3
14.6
28.2
71.2
96.0
27.5
26.2
67.7
25.9
31.5
32.7
23.1
55.6
178.2
79.8
81.3
71.7
54.8
55.0
39.0
39.0
5.0
0.0
3.0
22.0
11.0
3.0
50.4
79.4
104.6
133.3
18.5
5.2
49.6
214.3
517.2
51.0
452.0
205.0
90.5
72.2
362.3
44.8
235.9
9.8
87.6
122.3
47.9
47.9
33.6
16.1
9.8
52.1
117.2
88.4
290.9
8.6
24.1
191.8
488.4
275.5
248.9
547.5
133.1
365.0
72.2
39.3
39.3
2092.4
39.9
65.4
168.4
13.7
27.1
25.4
17.8
129.8
13.4
33.6
193.5
272.3
14.4
5.2
13.5
186.0
81.3
101.7
13.0
214.2
151.5
61.7
488.4
547.5
10.9
59.8
76.2
365.4
29.5
107.6
60.2
7.2
26.9
344.8
78.0
63.7
13.2
1.0
1.0
88.4
7.5
20.4
38.8
68.3
27.8
2.0
4.1
34.5
20.1
38.8
5.2
2.0
248.1
88.0
49.5
36.4
16.4
39.0
194.0
3.0
52.0
0.0
11.0
3.0
39.0
5.0
79.0
13.4
142.1
30.5
6.3
6.3
4.1
37.3
75.4
209.8
180.0
145.0
44.0
78.9
85.5
118.7
47.9
178.9
8.3
99.3
165.8
47.9
14.8
24.3
2.0
12.2
18.3
37.9
26.2
88.2
21.8
160.7
35.5
12.1
61.3
14.5
5.2
35.0
35.0
115.3
50.4
10.0
9.9
3.1
6.2
23.8
25.4
25.4
42.9
7.5
24.6
30.9
60.9
165.8
11.0
40.8
60.2
35.0
35.9
57.3
36.4
28.1
28.8
36.4
96.0
20.1
18.5
88.2
44.1
29.2
13.4
365.4
51.2
10.8
24.6
16.2
44.1
77.1
9.7
461.1
12.0
73.3
41.7
46.4
13.1
21.6
9.7
158.5
22.8
6.3
18.6
980.4
69.1
135.4
63.7
46.4
18.6
28.0
3.0
52.0
28.0
5.0
39.0
102.0
118.7
216.6
101.0
461.1
1046.2
890.0
343.0
111.0
31.3
105.4
204.6
770.1
648.8
21.3
54.6
235.9
76.7
61.7
24.3
17.3
12.2
37.9
54.6
47.9
40.5
17.3
162.4
129.1
178.2
435.2
193.5
18.5
138.0
78.0
1203.3
36.4
21.6
11.0
17.8
40.6
101.3
78.2
165.2
19.5
90.8
613.1
920.8
0.005
19.5
66.3
218.7
61.6
69.1
48.0
1203.3
13.4
27.9
48.0
53.5
40.0
67.0
17.1
93.3
195.1
161.6
658.6
167.9
488.4
18.9
24.3
33.6
111.2
24.3
47.1
21.3
140.1
241.5
13.2
13.2
40.4
387.3
125.9
62.0
50.4
12.1
219.0
5.0
28.0
11.0
0.0
19.0
106.0
5.0
52.0
29.2
111.9
185.0
18.9
113.0
7.3
11.0
16.9
5.2
5.2
11.0
5.2
5.2
270.0
29.9
435.2
1119.9
23.3
14.8
1413.6
109.8
33.1
82.6
76.7
35.5
96.1
25.9
32.7
9.5
72.7
87.6
224.7
6.3
201.4
17.3
40.0
43.7
21.6
12.4
53.1
6.4
13.7
15.0
6.4
75.9
1203.3
307.6
23.1
8.5
31.3
19.9
32.4
16.9
8.5
7.5
78.9
52.5
29.4
148.3
38.9
98.5
12.7
16.0
63.7
38.9
37.3
85.7
178.9
45.7
9.7
52.0
41.0
12.2
48.0
18.9
298.7
45.7
816.4
116.2
19.9
9.8
101.4
4.1
53.8
72.3
78.0
43.7
68.2
93.2
117.8
96.0
130.0
45.0
2000.0
190.0
220.0
960.0
938.0
794.0
33.0
28.0
36.0
62.0
19.0
1038.0
132.0
69.0
9.0
2420.0
686.7
161.7
185.0
123.4
461.1
1299.7
770.0
727.0
548.0
648.8
816.4
187.2
2420.0
2420.0
82.6
816.4
547.7
547.7
248.1
290.9
209.8
118.7
1119.9
517.2
34.1
2420.0
1119.9
275.5
2420.0
1119.9
648.8
579.4
488.4
1119.9
1120.0
137.6
108.7
200.5
200.5
178.9
218.7
372.5
325.5
101.0
613.1
224.7
79.5
74.4
198.9
127.4
547.5
816.4
2419.6
1203.3
127.4
275.5
2419.6
686.7
1119.9
146.7
131.7
920.8
980.4
1553.1
1299.7
308.8
55.6
59.1
1203.3
155.3
410.6
209.8
1553.1
124.6
218.7
866.4
488.4
1986.3
770.1
56.3
129.1
1553.1
198.9
547.5
204.6
488.4
28.0
11.0
28.0
28.0
98.0
132.0
106.0
11.0
248.9
101.2
98.7
344.8
13.4
17.3
1732.9
76.3
77.0
89.0
40.0
26.2
1732.9
178.2
165.8
1203.3
38.4
6.3
16.1
2420.0
2420.0
2420.0
2420.0
1732.9
2420.0
461.1
2420.0
248.9
150.0
93.3
2420.0
2420.0
770.1
48.8
26.5
72.7
57.3
85.5
33.6
200.5
8.7
165.2
73.8
53.1
32.4
12.2
261.3
62.7
2419.6
2419.6
1986.3
1553.1
866.4
613.1
238.2
11.0
214.3
58.3
1732.9
93.3
111.2
55.6
60.1
1553.1
178.5
517.2
21.6
56.9
16.0
83.3
83.6
455.2
77.1
30.1
93.3
31.5
31.5
14.6
42.2
272.3
313.0
238.2
101.7
14.6
8.3
41.7
24.3
96.1
3.1
21.3
14.8
38.9
290.9
31.3
83.6
33.1
145.5
167.0
209.8
30.1
28.2
410.6
410.6
40.8
51.2
40.4
214.2
214.3
146.0
146.0
165.0
770.1
151.5
21.3
435.2
50.4
201.4
37.9
54.3
165.8
1413.6
63.8
63.8
14.6
47.9
344.8
12.1
228.2
24.6
12.0
1.0
307.6
24.6
44.4
68.9
104.3
34.5
5.2
365.4
21.1
31.8
14.2
15.8
6.3
488.4
133.3
16.4
21.6
39.9
140.0
1650.0
700.0
1010.0
100.0
1010.0
360.0
90.0
270.0
1440.0
150.0
50.0
2420.0
72.0
46.0
83.0
1174.0
90.0
49.0
87.0
1011.2
727.0
980.4
1119.9
117.8
45.5
36.8
2419.6
579.4
687.0
525.0
64.0
96.1
488.4
517.2
461.1
2420.0
186.0
980.4
20.3
1203.3
2420.0
1732.9
866.4
488.4
293.3
2420.0
2420.0
2420.0
727.0
2420.0
2420.0
1299.7
686.7
2420.0
2420.0
44.3
488.4
148.0
2419.6
261.3
2419.6
129.8
129.8
118.4
104.3
816.4
137.6
1203.3
128.1
365.4
461.1
275.5
178.5
90.9
172.3
325.5
770.1
1986.3
235.2
71.7
149.7
1299.7
325.5
410.6
90.6
172.0
118.7
517.2
145.0
151.5
328.2
47.9
866.4
235.9
488.4
1203.3
1413.6
547.5
214.3
172.3
365.4
461.1
866.4
160.7
157.6
344.8
344.1
248.1
184.2
87.0
141.0
3.0
102.0
3.0
8.0
8.0
8.0
79.0
69.7
579.4
83.6
248.1
25.9
3.1
88.0
63.8
1046.2
980.0
870.0
530.0
78.9
70.0
613.1
435.2
186.0
6.3
108.1
238.2
191.8
50.4
50.4
47.1
9.8
148.3
79.4
32.7
201.4
35.5
410.6
191.8
517.2
142.1
83.6
32.3
48.7
980.4
70.0
23.8
128.1
34.4
42.9
17.8
43.2
56.3
524.7
648.8
7.5
83.3
156.5
32.7
14.6
1732.9
5.2
178.5
307.6
613.1
547.5
167.4
52.9
123.6
151.5
16.9
686.7
45.5
17.3
980.4
387.3
34.5
12.1
9.7
7.5
1.0
1203.3
145.4
129.1
53.7
410.6
44.3
16.1
224.7
45.5
12.1
11.8
51.2
47.3
517.2
75.4
151.5
93.3
27.9
1670.0
460.0
640.0
79.0
166.0
200.0
30.0
30.0
43.0
36.0
106.0
2419.6
1038.0
177.0
226.0
238.2
2419.6
461.1
121.1
56.3
66.3
209.8
172.0
290.9
2419.6
2419.6
2419.6
29.3
686.7
770.1
60.2
1732.9
275.5
26.2
2419.6
198.9
648.8
488.4
980.4
109.2
90.5
920.8
613.1
145.5
280.9
1046.2
816.4
307.6
579.4
488.4
131.7
44.0
308.0
2419.6
204.6
2419.6
35.9
73.8
101.3
325.5
387.3
344.8
58.3
131.4
124.6
488.4
218.7
396.8
32.3
1986.3
365.4
613.1
1046.2
285.1
285.1
209.8
365.4
517.2
72.3
84.5
122.3
135.4
146.7
579.4
86.2
547.5
201.4
39.3
307.6
325.5
613.1
79.4
47.1
105.4
185.0
81.6
56.3
235.9
60.2
127.4
261.3
86.0
37.3
2000.0
1300.0
460.0
1650.0
740.0
340.0
362.0
2420.0
123.0
87.0
94.0
43.0
36.0
106.0
2419.6
1038.0
177.0
435.2
2419.6
980.4
461.1
228.2
727.0
104.3
365.4
1413.6
1046.0
173.0
241.0
2420.0
920.8
2420.0
2420.0
2420.0
2420.0
2420.0
1732.9
2420.0
2420.0
2420.0
2420.0
2420.0
2420.0
47.3
1732.9
2420.0
2420.0
2420.0
2420.0
2420.0
1046.2
2420.0
1553.1
2420.0
2420.0
2419.6
2419.6
2420.0
2420.0
200.5
200.5
165.2
109.1
2419.6
365.4
323.2
866.4
920.8
980.4
275.5
435.2
1046.2
2419.6
1046.2
2419.6
1986.3
20.3
1553.1
1732.9
235.9
152.9
410.6
241.5
727.0
344.8
435.2
1986.3
2419.6
410.6
648.8
201.4
980.4
45.0
67.0
235.9
816.4
387.3
142.1
2419.6
1553.1
1203.3
228.2
1370.0
938.0
114.0
13.0
858.0
654.0
0.0
69.0
30.0
119.0
22.0
2419.6
64.4
46.5
0.0
8.5
18.7
30.1
80.9
67.0
57.0
39.0
12.2
48.7
145.0
50.4
461.1
248.1
41.7
133.1
119.8
35.5
35.5
74.9
69.1
290.9
172.3
133.4
135.4
70.6
686.7
93.3
613.1
127.4
517.2
125.0
40.8
114.3
2420.0
488.4
67.7
16.4
59.1
11.1
62.4
17.8
42.8
290.9
156.5
32.7
21.1
83.9
30.5
206.4
160.7
29.2
8.6
224.7
93.2
143.9
113.0
90.9
12.5
35.0
579.4
1413.6
1986.3
648.8
1413.5
1299.7
52.9
1203.3
124.6
18.5
1553.1
33.6
7.4
488.4
44.1
140.1
435.2
101.7
16.0
130.9
488.4
328.2
60.2
31.8
58.1
78.9
133.4
108.5
41.4
61.3
17.8
144.5
73.8
129.8
101.3
109.1
75.4
248.9
235.9
136.4
61.3
21.8
42.0
156.5
131.4
119.8
29.2
21.1
224.7
146.7
75.4
148.3
42.6
16.0
66.3
35.8
201.4
51.2
22.8
16.1
275.5
77.1
20.3
50.4
41.0
118.7
4.1
17.5
90.8
66.3
60.2
248.1
159.7
14.5
69.5
101.4
222.4
65.0
48.0
62.0
167.0
146.7
108.6
148.3
81.6
20.1
0.0
0.0
0.0
74.9
21.8
35.0
8.3
4.1
214.3
1.0
9.8
47.1
16.1
4.1
50.4
16.1
4.1
34.1
27.9
686.7
18.9
3.1
30.9
47.1
21.6
41.4
4.1
17.5
1.0
113.7
248.9
1.0
19.6
12.6
0.0
2.0
3.1
165.2
12.4
13.7
2.0
3.0
4.1
38.8
9.8
6.3
275.5
13.4
42.6
57.3
29.5
24.1
17.5
8.6
16.0
2.0
3.0
5.2
4.0
203.5
6.3
22.6
58.9
50.4
12.2
90.6
145.0
1.0
1.0
4.1
17.5
6.3
75.4
980.4
23.3
3.1
11.0
101.2
46.0
83.6
16.0
10.9
30.9
32.7
517.2
15.8
18.5
